Date,Open,High,Low,Close,Adj Close,Volume
2018-11-13,0.717360,0.722335,0.716589,0.717566,0.717566,0
2018-11-14,0.723118,0.723788,0.718907,0.723139,0.723139,0
2018-11-15,0.723432,0.729767,0.723369,0.723484,0.723484,0
2018-11-16,0.727188,0.731989,0.725090,0.727167,0.727167,0
2018-11-19,0.732011,0.732708,0.728688,0.731797,0.731797,0
2018-11-20,0.729671,0.730193,0.723312,0.729501,0.729501,0
2018-11-21,0.721719,0.727802,0.721084,0.721657,0.721657,0
2018-11-22,0.726222,0.727008,0.723599,0.726216,0.726216,0
2018-11-23,0.725163,0.725689,0.722001,0.725021,0.725021,0
2018-11-26,0.723327,0.727696,0.722596,0.723380,0.723380,0
2018-11-27,0.722491,0.726956,0.720513,0.722350,0.722350,0
2018-11-28,0.722919,0.724900,0.722262,0.722961,0.722961,0
2018-11-29,0.730514,0.734484,0.729591,0.730252,0.730252,0
2018-11-30,0.732279,0.732708,0.728597,0.732188,0.732188,0
2018-12-03,0.737354,0.739317,0.734916,0.737311,0.737311,0
2018-12-04,0.735565,0.739317,0.734948,0.735689,0.735689,0
2018-12-05,0.734700,0.735510,0.726048,0.734592,0.734592,0
2018-12-06,0.726375,0.726375,0.719419,0.726639,0.726639,0
2018-12-07,0.723401,0.724113,0.720648,0.723118,0.723118,0
2018-12-10,0.718360,0.722804,0.718128,0.718494,0.718494,0
2018-12-11,0.719321,0.722700,0.718597,0.719099,0.719099,0
2018-12-12,0.721308,0.723317,0.720305,0.721293,0.721293,0
2018-12-13,0.721397,0.724690,0.721293,0.722126,0.722126,0
2018-12-14,0.722230,0.722852,0.715292,0.722491,0.722491,0
2018-12-17,0.717566,0.718732,0.717000,0.717566,0.717566,0
2018-12-18,0.717978,0.720617,0.717139,0.717721,0.717721,0
2018-12-19,0.718990,0.720202,0.717087,0.718804,0.718804,0
2018-12-20,0.711359,0.714939,0.708717,0.711389,0.711389,0
2018-12-21,0.711794,0.712301,0.707214,0.711592,0.711592,0
2018-12-24,0.704900,0.707014,0.704558,0.705020,0.705020,0
2018-12-25,0.704771,0.707764,0.703631,0.705219,0.705219,0
2018-12-26,0.704920,0.707214,0.703329,0.704612,0.704612,0
2018-12-27,0.707289,0.707764,0.701804,0.707479,0.707479,0
2018-12-28,0.703433,0.706914,0.703092,0.703532,0.703532,0
2018-12-31,0.704325,0.707314,0.703631,0.704473,0.704473,0
2019-01-01,0.704176,0.711035,0.701508,0.704176,0.704176,0
2019-01-02,0.704722,0.704821,0.698470,0.704791,0.704791,0
2019-01-03,0.692008,0.701951,0.691946,0.691898,0.691898,0
2019-01-04,0.700722,0.711238,0.699496,0.700624,0.700624,0
2019-01-07,0.712606,0.714388,0.711551,0.712378,0.712378,0
2019-01-08,0.714602,0.715103,0.711789,0.714592,0.714592,0
2019-01-09,0.716230,0.719424,0.714388,0.716332,0.716332,0
2019-01-10,0.717648,0.719787,0.714643,0.717566,0.717566,0
2019-01-11,0.719062,0.723484,0.718288,0.718701,0.718701,0
2019-01-14,0.720305,0.721719,0.717721,0.720513,0.720513,0
2019-01-15,0.720108,0.722596,0.718540,0.719942,0.719942,0
2019-01-16,0.720669,0.721188,0.716281,0.720767,0.720767,0
2019-01-17,0.716990,0.717618,0.714745,0.717309,0.717309,0
2019-01-18,0.719114,0.720513,0.716846,0.719031,0.719031,0
2019-01-21,0.716332,0.717875,0.714061,0.716384,0.716384,0
2019-01-22,0.715922,0.716076,0.712251,0.715891,0.715891,0
2019-01-23,0.712149,0.714592,0.712048,0.712210,0.712210,0
2019-01-24,0.714740,0.716692,0.708567,0.714796,0.714796,0
2019-01-25,0.708918,0.717721,0.707699,0.709119,0.709119,0
2019-01-28,0.717978,0.720617,0.716435,0.717942,0.717942,0
2019-01-29,0.716599,0.717618,0.713959,0.716599,0.716599,0
2019-01-30,0.715820,0.720617,0.715103,0.715922,0.715922,0
2019-01-31,0.725379,0.729480,0.724690,0.725468,0.725468,0
2019-02-01,0.727220,0.728385,0.723694,0.727167,0.727167,0
2019-02-04,0.724958,0.725426,0.721188,0.724900,0.724900,0
2019-02-05,0.721417,0.726691,0.719549,0.721402,0.721402,0
2019-02-06,0.724375,0.724795,0.712271,0.724375,0.724375,0
2019-02-07,0.711283,0.711997,0.709170,0.710995,0.710995,0
2019-02-08,0.709431,0.710177,0.706115,0.709542,0.709542,0
2019-02-11,0.710010,0.710752,0.706065,0.710177,0.710177,0
2019-02-12,0.706414,0.709925,0.705567,0.706349,0.706349,0
2019-02-13,0.710278,0.713674,0.709270,0.710480,0.710480,0
2019-02-14,0.709139,0.713318,0.707965,0.709220,0.709220,0
2019-02-15,0.710439,0.712504,0.708160,0.710328,0.710328,0
2019-02-18,0.714459,0.716076,0.712550,0.714541,0.714541,0
2019-02-19,0.713063,0.715001,0.710429,0.713216,0.713216,0
2019-02-20,0.716897,0.717932,0.714235,0.716692,0.716692,0
2019-02-21,0.717103,0.720877,0.707739,0.717000,0.717000,0
2019-02-22,0.710712,0.714184,0.708516,0.710884,0.710884,0
2019-02-25,0.715599,0.718442,0.713521,0.715922,0.715922,0
2019-02-26,0.717309,0.718494,0.714235,0.717412,0.717412,0
2019-02-27,0.719430,0.719683,0.712962,0.719399,0.719399,0
2019-02-28,0.714592,0.716579,0.709723,0.714847,0.714847,0
2019-03-01,0.710021,0.712403,0.707965,0.710278,0.710278,0
2019-03-04,0.709925,0.710076,0.707614,0.710031,0.710031,0
2019-03-05,0.709119,0.709220,0.706015,0.709220,0.709220,0
2019-03-06,0.708868,0.709159,0.702252,0.708742,0.708742,0
2019-03-07,0.703284,0.705318,0.702361,0.703482,0.703482,0
2019-03-08,0.702218,0.705318,0.700388,0.702346,0.702346,0
2019-03-11,0.703690,0.706714,0.702711,0.703928,0.703928,0
2019-03-12,0.707199,0.709320,0.706190,0.707339,0.707339,0
2019-03-13,0.706314,0.708868,0.705020,0.706414,0.706414,0
2019-03-14,0.708632,0.708717,0.704225,0.708717,0.708717,0
2019-03-15,0.706964,0.709723,0.706764,0.706814,0.706814,0
2019-03-18,0.708416,0.712200,0.706364,0.708291,0.708291,0
2019-03-19,0.709819,0.711389,0.709280,0.709975,0.709975,0
2019-03-20,0.708818,0.710379,0.705821,0.708968,0.708968,0
2019-03-21,0.713623,0.716794,0.710318,0.713521,0.713521,0
2019-03-22,0.710783,0.711592,0.707629,0.710783,0.710783,0
2019-03-25,0.708090,0.711794,0.706614,0.708316,0.708316,0
2019-03-26,0.711389,0.714796,0.711389,0.711612,0.711612,0
2019-03-27,0.713725,0.713980,0.706964,0.713699,0.713699,0
2019-03-28,0.707914,0.710783,0.707164,0.708451,0.708451,0
2019-03-29,0.708265,0.710480,0.707679,0.708316,0.708316,0
2019-04-01,0.711339,0.713216,0.710934,0.711389,0.711389,0
2019-04-02,0.711086,0.711592,0.705418,0.710990,0.710990,0
2019-04-03,0.705617,0.712708,0.705517,0.705841,0.705841,0
2019-04-04,0.711794,0.712911,0.709874,0.711749,0.711749,0
2019-04-05,0.710985,0.713216,0.709310,0.711035,0.711035,0
2019-04-08,0.710177,0.712911,0.708868,0.710177,0.710177,0
2019-04-09,0.712149,0.715512,0.712149,0.712159,0.712159,0
2019-04-10,0.712840,0.716030,0.711061,0.712911,0.712911,0
2019-04-11,0.716589,0.716897,0.712631,0.716692,0.716692,0
2019-04-12,0.712099,0.719217,0.711668,0.712251,0.712251,0
2019-04-15,0.717412,0.718200,0.716481,0.717309,0.717309,0
2019-04-16,0.717618,0.718081,0.714082,0.717618,0.717618,0
2019-04-17,0.716481,0.720565,0.715722,0.716492,0.716492,0
2019-04-18,0.717401,0.719419,0.714745,0.717412,0.717412,0
2019-04-19,0.714730,0.716178,0.714592,0.714796,0.714796,0
2019-04-22,0.714796,0.715205,0.712901,0.715103,0.715103,0
2019-04-23,0.713063,0.713419,0.708165,0.713725,0.713725,0
2019-04-24,0.709718,0.709930,0.702296,0.709668,0.709668,0
2019-04-25,0.701361,0.702494,0.699007,0.701459,0.701459,0
2019-04-26,0.701705,0.706080,0.700820,0.701779,0.701779,0
2019-04-29,0.704523,0.706414,0.703977,0.704429,0.704429,0
2019-04-30,0.705482,0.706764,0.703260,0.705517,0.705517,0
2019-05-01,0.704871,0.706414,0.703591,0.705129,0.705129,0
2019-05-02,0.701311,0.702988,0.699589,0.701459,0.701459,0
2019-05-03,0.699350,0.702494,0.698729,0.699545,0.699545,0
2019-05-06,0.697258,0.700099,0.696350,0.697331,0.697331,0
2019-05-07,0.699447,0.704871,0.698959,0.699252,0.699252,0
2019-05-08,0.700849,0.702691,0.699545,0.700849,0.700849,0
2019-05-09,0.699242,0.699594,0.696539,0.699496,0.699496,0
2019-05-10,0.698910,0.701902,0.698602,0.698709,0.698709,0
2019-05-13,0.698329,0.698714,0.694488,0.698509,0.698509,0
2019-05-14,0.694541,0.695943,0.693577,0.694589,0.694589,0
2019-05-15,0.693818,0.693818,0.691549,0.693914,0.693914,0
2019-05-16,0.692569,0.693337,0.690084,0.692713,0.692713,0
2019-05-17,0.689180,0.689893,0.687144,0.689322,0.689322,0
2019-05-20,0.690122,0.693481,0.690060,0.690322,0.690322,0
2019-05-21,0.692161,0.692521,0.686719,0.692061,0.692061,0
2019-05-22,null,null,null,null,null,null
2019-05-23,0.687853,0.689798,0.686568,0.687758,0.687758,0
2019-05-24,0.689941,0.692377,0.688222,0.689960,0.689960,0
2019-05-27,0.692991,0.694011,0.691563,0.693289,0.693289,0
2019-05-28,0.692008,0.693577,0.691706,0.691994,0.691994,0
2019-05-29,0.692641,0.693289,0.690560,0.692617,0.692617,0
2019-05-30,0.691941,0.693722,0.690131,0.691840,0.691840,0
2019-05-31,0.690512,0.694396,0.690250,0.690608,0.690608,0
2019-06-03,0.692861,0.696670,0.692842,0.692962,0.692962,0
2019-06-04,0.697039,0.699350,0.696442,0.697204,0.697204,0
2019-06-05,0.699169,0.700820,0.697301,0.699139,0.699139,0
2019-06-06,0.697078,0.699252,0.696476,0.697107,0.697107,0
2019-06-07,0.697399,0.702168,0.696481,0.697545,0.697545,0
2019-06-10,0.699609,0.700084,0.696040,0.699589,0.699589,0
2019-06-11,0.696258,0.696621,0.694830,0.696112,0.696112,0
2019-06-12,0.696088,0.696282,0.694252,0.696088,0.696088,0
2019-06-13,0.692953,0.693818,0.690241,0.693049,0.693049,0
2019-06-14,0.691181,0.691611,0.687144,0.691324,0.691324,0
2019-06-17,0.687758,0.688516,0.685100,0.687890,0.687890,0
2019-06-18,0.685213,0.688089,0.683312,0.685401,0.685401,0
2019-06-19,0.688184,0.688705,0.685636,0.688042,0.688042,0
2019-06-20,0.688516,0.693496,0.688402,0.688549,0.688549,0
2019-06-21,0.692008,0.693818,0.690417,0.692238,0.692238,0
2019-06-24,0.694618,0.697010,0.694440,0.694430,0.694430,0
2019-06-25,0.696791,0.697691,0.695410,0.696568,0.696568,0
2019-06-26,0.696379,0.699496,0.695681,0.696185,0.696185,0
2019-06-27,0.698617,0.700722,0.698539,0.698661,0.698661,0
2019-06-28,0.700574,0.701902,0.699888,0.700378,0.700378,0
2019-07-01,0.702232,0.702494,0.696088,0.702331,0.702331,0
2019-07-02,0.696519,0.700280,0.696248,0.696476,0.696476,0
2019-07-03,0.699545,0.703878,0.698617,0.699594,0.699594,0
2019-07-04,0.703087,0.705020,0.701680,0.703131,0.703131,0
2019-07-05,0.702494,0.702988,0.695889,0.702538,0.702538,0
2019-07-08,0.698129,0.699594,0.696840,0.698275,0.698275,0
2019-07-09,0.697209,0.697691,0.692228,0.697399,0.697399,0
2019-07-10,0.692809,0.696476,0.691118,0.692713,0.692713,0
2019-07-11,0.695851,0.698910,0.695512,0.696185,0.696185,0
2019-07-12,0.697496,0.700967,0.697238,0.697258,0.697258,0
2019-07-15,0.701799,0.703977,0.701282,0.701779,0.701779,0
2019-07-16,0.703908,0.704523,0.701804,0.704002,0.704002,0
2019-07-17,0.701621,0.702296,0.699722,0.701656,0.701656,0
2019-07-18,0.700869,0.704523,0.700673,0.701016,0.701016,0
2019-07-19,0.706859,0.707914,0.704225,0.706719,0.706719,0
2019-07-22,0.704325,0.705816,0.703220,0.704310,0.704310,0
2019-07-23,0.703087,0.703680,0.699682,0.703185,0.703185,0
2019-07-24,0.699692,0.699692,0.697399,0.699741,0.699741,0
2019-07-25,0.697812,0.698714,0.695202,0.697934,0.697934,0
2019-07-26,0.695072,0.695701,0.690450,0.695217,0.695217,0
2019-07-29,0.690703,0.691802,0.689722,0.690622,0.690622,0
2019-07-30,0.689893,0.691085,0.686950,0.689941,0.689941,0
2019-07-31,0.687380,0.690084,0.686351,0.687522,0.687522,0
2019-08-01,0.684491,0.686540,0.683153,0.684650,0.684650,0
2019-08-02,0.680420,0.681989,0.676521,0.680351,0.680351,0
2019-08-05,0.679071,0.680504,0.674992,0.679302,0.679302,0
2019-08-06,0.676311,0.679995,0.676311,0.676352,0.676352,0
2019-08-07,0.676224,0.678279,0.667851,0.676302,0.676302,0
2019-08-08,0.675813,0.682128,0.675083,0.675813,0.675813,0
2019-08-09,0.681199,0.681854,0.679348,0.681171,0.681171,0
2019-08-12,0.678104,0.679542,0.674618,0.677681,0.677681,0
2019-08-13,0.675639,0.681756,0.674855,0.675589,0.675589,0
2019-08-14,0.679680,0.680508,0.673682,0.679777,0.679777,0
2019-08-15,0.675520,0.678841,0.675447,0.675402,0.675402,0
2019-08-16,0.677282,0.679579,0.677140,0.677277,0.677277,0
2019-08-19,0.678656,0.679117,0.676819,0.678661,0.678661,0
2019-08-20,0.675662,0.679532,0.675662,0.675584,0.675584,0
2019-08-21,0.677461,0.679995,0.677369,0.677521,0.677521,0
2019-08-22,0.678380,0.678518,0.675174,0.678500,0.678500,0
2019-08-23,0.675689,0.677690,0.673741,0.675584,0.675584,0
2019-08-26,0.670911,0.678841,0.670911,0.670808,0.670808,0
2019-08-27,0.677002,0.677690,0.674764,0.676956,0.676956,0
2019-08-28,0.675493,0.676087,0.673568,0.675438,0.675438,0
2019-08-29,0.673968,0.675493,0.671808,0.673959,0.673959,0
2019-08-30,0.673559,0.674082,0.670781,0.673582,0.673582,0
2019-09-02,0.672671,0.673582,0.671051,0.672766,0.672766,0
2019-09-03,0.671276,0.675904,0.668896,0.671249,0.671249,0
2019-09-04,0.676489,0.679995,0.675995,0.676398,0.676398,0
2019-09-05,0.679810,0.683013,0.679717,0.679995,0.679995,0
2019-09-06,0.681250,0.686201,0.680782,0.681180,0.681180,0
2019-09-09,0.684622,0.687711,0.683910,0.684669,0.684669,0
2019-09-10,0.686436,0.687002,0.684969,0.686530,0.686530,0
2019-09-11,0.685730,0.688492,0.684941,0.685852,0.685852,0
2019-09-12,0.687474,0.689465,0.686342,0.687380,0.687380,0
2019-09-13,0.686577,0.689180,0.686012,0.686389,0.686389,0
2019-09-16,0.687952,0.688610,0.685462,0.687994,0.687994,0
2019-09-17,0.686342,0.686719,0.683107,0.686295,0.686295,0
2019-09-18,0.686639,0.686639,0.682962,0.686625,0.686625,0
2019-09-19,0.682352,0.682352,0.678150,0.682571,0.682571,0
2019-09-20,0.679025,0.681106,0.676727,0.679279,0.679279,0
2019-09-23,0.676879,0.678380,0.676636,0.676901,0.676901,0
2019-09-24,0.677415,0.680689,0.676636,0.677599,0.677599,0
2019-09-25,0.679791,0.680318,0.674036,0.679948,0.679948,0
2019-09-26,0.675402,0.678012,0.674764,0.675539,0.675539,0
2019-09-27,0.675270,0.677966,0.674445,0.675402,0.675402,0
2019-09-30,0.676128,0.676819,0.674172,0.676087,0.676087,0
2019-10-01,0.675402,0.676009,0.667379,0.675311,0.675311,0
2019-10-02,0.670839,0.672088,0.667156,0.670871,0.670871,0
2019-10-03,0.670916,0.675402,0.670421,0.670961,0.670961,0
2019-10-04,0.674600,0.676956,0.674418,0.674532,0.674532,0
2019-10-07,0.676453,0.676590,0.673278,0.676453,0.676453,0
2019-10-08,0.673310,0.675904,0.672490,0.673251,0.673251,0
2019-10-09,0.672948,0.674955,0.672658,0.672812,0.672812,0
2019-10-10,0.671998,0.677094,0.671438,0.671817,0.671817,0
2019-10-11,0.676210,0.681106,0.676032,0.676320,0.676320,0
2019-10-14,0.679440,0.680101,0.675174,0.679639,0.679639,0
2019-10-15,0.677300,0.678933,0.674409,0.677540,0.677540,0
2019-10-16,0.675338,0.675589,0.672430,0.675320,0.675320,0
2019-10-17,0.675470,0.683600,0.675440,0.675639,0.675639,0
2019-10-18,0.682700,0.685300,0.682400,0.682547,0.682547,0
2019-10-21,0.684871,0.688300,0.684871,0.684772,0.684772,0
2019-10-22,0.687068,0.688369,0.685100,0.687059,0.687059,0
2019-10-23,0.686059,0.686300,0.683462,0.686130,0.686130,0
2019-10-24,0.685030,0.686000,0.681380,0.685030,0.685030,0
2019-10-25,0.681742,0.683620,0.681100,0.681663,0.681663,0
2019-10-28,0.682249,0.683980,0.681160,0.682400,0.682400,0
2019-10-29,0.683980,0.687300,0.683980,0.683960,0.683960,0
2019-10-30,0.685710,0.687800,0.685002,0.685589,0.685589,0
2019-10-31,0.690131,0.693200,0.688909,0.689788,0.689788,0
2019-11-01,0.689350,0.692060,0.688450,0.689299,0.689299,0
2019-11-04,0.691659,0.692700,0.689480,0.691800,0.691800,0
2019-11-05,0.688710,0.692900,0.687880,0.689028,0.689028,0
2019-11-06,0.688970,0.691000,0.687670,0.689085,0.689085,0
2019-11-07,0.687947,0.691300,0.686262,0.687730,0.687730,0
2019-11-08,0.686580,0.686900,0.684861,0.686100,0.686100,0
2019-11-11,0.685909,0.686600,0.684780,0.685800,0.685800,0
2019-11-12,0.684860,0.685900,0.683230,0.685025,0.685025,0
2019-11-13,0.684180,0.685600,0.682210,0.684400,0.684400,0
2019-11-14,0.683980,0.684150,0.677040,0.683950,0.683950,0
2019-11-15,0.678730,0.681700,0.678150,0.678831,0.678831,0
2019-11-18,0.681529,0.682400,0.679910,0.681598,0.681598,0
2019-11-19,0.680522,0.683310,0.678600,0.680522,0.680522,0
2019-11-20,0.682590,0.683300,0.679670,0.682490,0.682490,0
2019-11-21,0.679948,0.681408,0.678700,0.679900,0.679900,0
2019-11-22,0.678820,0.680351,0.678180,0.678942,0.678942,0
2019-11-25,0.679200,0.680100,0.676860,0.679200,0.679200,0
2019-11-26,0.677670,0.679330,0.677250,0.677640,0.677640,0
2019-11-27,0.678750,0.679302,0.677240,0.678900,0.678900,0
2019-11-28,0.676911,0.677500,0.676229,0.676720,0.676720,0
2019-11-29,0.676865,0.678100,0.675590,0.676900,0.676900,0
2019-12-02,0.676489,0.682400,0.676480,0.676480,0.676480,0
2019-12-03,0.681752,0.686300,0.681659,0.681882,0.681882,0
2019-12-04,0.685030,0.685700,0.681420,0.684870,0.684870,0
2019-12-05,0.684910,0.685542,0.682142,0.684960,0.684960,0
2019-12-06,0.683438,0.685730,0.682430,0.683300,0.683300,0
2019-12-09,0.683541,0.683800,0.682080,0.683532,0.683532,0
2019-12-10,0.682700,0.683900,0.680092,0.682800,0.682800,0
2019-12-11,0.681290,0.686900,0.680520,0.681140,0.681140,0
2019-12-12,0.687059,0.690880,0.687059,0.687049,0.687049,0
2019-12-13,0.692521,0.693000,0.686530,0.692713,0.692713,0
2019-12-16,0.687520,0.690000,0.686950,0.687479,0.687479,0
2019-12-17,0.687512,0.688000,0.683890,0.687432,0.687432,0
2019-12-18,0.685200,0.686500,0.684018,0.685260,0.685260,0
2019-12-19,0.685551,0.688810,0.685439,0.685470,0.685470,0
2019-12-20,0.689040,0.690800,0.688563,0.689300,0.689300,0
2019-12-23,0.690622,0.693100,0.689779,0.690390,0.690390,0
2019-12-24,0.692578,0.693200,0.691310,0.692520,0.692520,0
2019-12-25,0.692281,0.692713,0.691611,0.692185,0.692185,0
2019-12-26,0.692800,0.694203,0.692185,0.692473,0.692473,0
2019-12-27,0.694800,0.698600,0.694370,0.694637,0.694637,0
2019-12-30,0.698392,0.700700,0.698392,0.698300,0.698300,0
2019-12-31,0.700290,0.703274,0.699980,0.700140,0.700140,0
2020-01-01,0.701508,0.704500,0.701508,0.701700,0.701700,0
2020-01-02,0.701892,0.702100,0.698130,0.701951,0.701951,0
2020-01-03,0.698370,0.698661,0.693140,0.698519,0.698519,0
2020-01-06,0.694729,0.695900,0.692602,0.694420,0.694420,0
2020-01-07,0.693720,0.694100,0.686111,0.693731,0.693731,0
2020-01-08,0.685951,0.688600,0.684970,0.686040,0.686040,0
2020-01-09,0.687540,0.688070,0.685200,0.687380,0.687380,0
2020-01-10,0.685439,0.690670,0.685119,0.685321,0.685321,0
2020-01-13,0.689812,0.692200,0.689560,0.690060,0.690060,0
2020-01-14,0.689770,0.691000,0.688650,0.689890,0.689890,0
2020-01-15,0.689400,0.691400,0.687880,0.689655,0.689655,0
2020-01-16,0.690799,0.693500,0.689270,0.690780,0.690780,0
2020-01-17,0.689750,0.691300,0.687290,0.690100,0.690100,0
2020-01-20,0.688288,0.689000,0.685598,0.688179,0.688179,0
2020-01-21,0.687680,0.688200,0.684500,0.687640,0.687640,0
2020-01-22,0.684730,0.685800,0.682790,0.684690,0.684690,0
2020-01-23,0.684228,0.688000,0.683088,0.684299,0.684299,0
2020-01-24,0.684781,0.685800,0.682030,0.683980,0.683980,0
2020-01-27,0.680291,0.681900,0.675440,0.680189,0.680189,0
2020-01-28,0.676110,0.676700,0.673918,0.676170,0.676170,0
2020-01-29,0.676410,0.678000,0.673668,0.676421,0.676421,0
2020-01-30,0.675210,0.675279,0.670170,0.675219,0.675219,0
2020-01-31,0.670871,0.672900,0.668360,0.670826,0.670826,0
2020-02-03,0.669232,0.670900,0.668440,0.669362,0.669362,0
2020-02-04,0.668999,0.673530,0.668061,0.669050,0.669050,0
2020-02-05,0.673290,0.677500,0.672490,0.673179,0.673179,0
2020-02-06,0.675178,0.676600,0.673138,0.675180,0.675180,0
2020-02-07,0.673219,0.673265,0.666270,0.673400,0.673400,0
2020-02-10,0.666960,0.670800,0.666960,0.667232,0.667232,0
2020-02-11,0.668869,0.673655,0.668311,0.669010,0.669010,0
2020-02-12,0.671962,0.675100,0.671380,0.672100,0.672100,0
2020-02-13,0.671310,0.674432,0.671270,0.671320,0.671320,0
2020-02-14,0.671980,0.673100,0.671100,0.672200,0.672200,0
2020-02-17,0.672509,0.673446,0.671360,0.672599,0.672599,0
2020-02-18,0.670979,0.671006,0.667472,0.671200,0.671200,0
2020-02-19,0.669480,0.670745,0.666590,0.669600,0.669600,0
2020-02-20,0.668090,0.669200,0.661090,0.668400,0.668400,0
2020-02-21,0.661260,0.663967,0.658680,0.661380,0.661380,0
2020-02-24,0.660559,0.662100,0.658780,0.660690,0.660690,0
2020-02-25,0.661120,0.662400,0.658718,0.661201,0.661201,0
2020-02-26,0.660450,0.660600,0.655340,0.660520,0.660520,0
2020-02-27,0.654892,0.659152,0.654639,0.654652,0.654652,0
2020-02-28,0.658060,0.658490,0.644300,0.658020,0.658020,0
2020-03-02,0.651538,0.656900,0.648940,0.651631,0.651631,0
2020-03-03,0.654580,0.664500,0.650999,0.654750,0.654750,0
2020-03-04,0.658650,0.662900,0.658650,0.658220,0.658220,0
2020-03-05,0.662630,0.663702,0.658618,0.662690,0.662690,0
2020-03-06,0.661831,0.665823,0.658610,0.661551,0.661551,0
2020-03-09,0.661424,0.668350,0.633590,0.661358,0.661358,0
2020-03-10,0.660060,0.660500,0.647429,0.659800,0.659800,0
2020-03-11,0.649570,0.653950,0.648959,0.649910,0.649910,0
2020-03-12,0.647850,0.648100,0.626999,0.647940,0.647940,0
2020-03-13,0.628210,0.632310,0.615400,0.627412,0.627412,0
2020-03-16,0.617871,0.618912,0.608140,0.617768,0.617768,0
2020-03-17,0.610450,0.614800,0.596080,0.609942,0.609942,0
2020-03-18,0.598830,0.602678,0.581791,0.599220,0.599220,0
2020-03-19,0.579950,0.596240,0.552000,0.580980,0.580980,0
2020-03-20,0.574640,0.597850,0.571177,0.574290,0.574290,0
2020-03-23,0.575526,0.584020,0.570210,0.575331,0.575331,0
2020-03-24,0.587630,0.597410,0.586889,0.587660,0.587660,0
2020-03-25,0.596840,0.606999,0.593450,0.597550,0.597550,0
2020-03-26,0.590440,0.606550,0.587150,0.590810,0.590810,0
2020-03-27,0.607510,0.613098,0.602500,0.607910,0.607910,0
2020-03-30,0.617219,0.618230,0.611700,0.618058,0.618058,0
2020-03-31,0.616432,0.620970,0.608170,0.616899,0.616899,0
2020-04-01,0.614010,0.614640,0.604120,0.613700,0.613700,0
2020-04-02,0.608760,0.611900,0.601160,0.609140,0.609140,0
2020-04-03,0.606890,0.607600,0.598170,0.606322,0.606322,0
2020-04-06,0.599628,0.610560,0.599240,0.599470,0.599470,0
2020-04-07,0.611830,0.620848,0.609850,0.611760,0.611760,0
2020-04-08,0.615450,0.623679,0.611741,0.615220,0.615220,0
2020-04-09,0.623519,0.631300,0.619660,0.623531,0.623531,0
2020-04-10,0.633500,0.637000,0.631460,0.633260,0.633260,0
2020-04-13,0.633931,0.638529,0.633210,0.633521,0.633521,0
2020-04-14,0.639810,0.643261,0.637662,0.640111,0.640111,0
2020-04-15,0.643376,0.643459,0.628540,0.643430,0.643430,0
2020-04-16,0.630900,0.633200,0.626649,0.630890,0.630890,0
2020-04-17,0.636173,0.638244,0.631680,0.635860,0.635860,0
2020-04-20,0.634011,0.639341,0.633730,0.634019,0.634019,0
2020-04-21,0.634650,0.634650,0.625520,0.634570,0.634570,0
2020-04-22,0.629680,0.635300,0.628170,0.629400,0.629400,0
2020-04-23,0.629800,0.640500,0.628870,0.629900,0.629900,0
2020-04-24,0.637841,0.638410,0.633860,0.637680,0.637680,0
2020-04-27,0.639713,0.647100,0.639509,0.639754,0.639754,0
2020-04-28,0.645300,0.651292,0.643520,0.644912,0.644912,0
2020-04-29,0.650288,0.654700,0.650130,0.650270,0.650270,0
2020-04-30,0.655500,0.656960,0.649170,0.655501,0.655501,0
2020-05-01,0.649590,0.649590,0.641860,0.649550,0.649550,0
2020-05-04,0.638100,0.643161,0.637328,0.637682,0.637682,0
2020-05-05,0.642810,0.647420,0.641820,0.642612,0.642612,0
2020-05-06,0.643340,0.645300,0.640810,0.643600,0.643600,0
2020-05-07,0.639918,0.650001,0.639610,0.639076,0.639076,0
2020-05-08,0.650380,0.654800,0.649958,0.650330,0.650330,0
2020-05-11,0.653531,0.656100,0.646510,0.653710,0.653710,0
2020-05-12,0.648559,0.653600,0.643320,0.648466,0.648466,0
2020-05-13,0.645732,0.652190,0.645360,0.645530,0.645530,0
2020-05-14,0.645140,0.646000,0.640530,0.645494,0.645494,0
2020-05-15,0.647119,0.647400,0.640361,0.647124,0.647124,0
2020-05-18,0.642690,0.651661,0.642096,0.642579,0.642579,0
2020-05-19,0.652390,0.657080,0.651100,0.652600,0.652600,0
2020-05-20,0.654310,0.661560,0.652840,0.654009,0.654009,0
2020-05-21,0.658940,0.659805,0.654920,0.659230,0.659230,0
2020-05-22,0.656930,0.657400,0.650760,0.656689,0.656689,0
2020-05-25,0.654793,0.655000,0.652100,0.654579,0.654579,0
2020-05-26,0.654860,0.665921,0.654380,0.654740,0.654740,0
2020-05-27,0.664673,0.668000,0.657300,0.664670,0.664670,0
2020-05-28,0.662050,0.666800,0.658940,0.662081,0.662081,0
2020-05-29,0.663381,0.668360,0.662060,0.663350,0.663350,0
2020-06-01,0.665921,0.678720,0.665921,0.665978,0.665978,0
2020-06-02,0.678800,0.689332,0.677570,0.678600,0.678600,0
2020-06-03,0.691530,0.698300,0.685758,0.691420,0.691420,0
2020-06-04,0.692914,0.698800,0.688390,0.692905,0.692905,0
2020-06-05,0.694200,0.701330,0.693200,0.693990,0.693990,0
2020-06-08,0.699300,0.700400,0.696280,0.700240,0.700240,0
2020-06-09,0.702300,0.704077,0.690030,0.702449,0.702449,0
